AF_ARMS_POK_CASS01_00_EXPR	カシウス
AF_ACCS_CHALICE_01_EXPR	能力:素早さ・雷属性ユニットの全攻撃・命中率・移動禁止属性アップ、カリスもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『プリサイストリガー』使用可能(敵にシールド無視の雷属性射撃攻撃&必中&対象が状態異常の場合威力大幅アップ[射程:5(延長可),高低差:無制限])
AF_ACCS_CHALICE_01_FLAVOR	ハイスピードでバイクを乗りこなすガン<br>ナーが身に着けている傭兵の証。腕章は<br>戦場での功績と能力に応じて贈られるも<br>ので精鋭の証明。その意味を知る者の中<br>には戦闘を避けようとする者もいる。
AF_ACCS_CHALICE_01_FILTER_KEYWORD	カリス
AF_ACCS_POK_RAGNAROK_01_EXPR	能力:素早さ・火属性ユニットの全攻撃・移動禁止耐性・クリティカルダメージアップ、ラグナロクもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『御旗への誓い』使用可能(敵を倒すと斬撃攻撃力・全属性耐性アップ（5回まで重複可）)
AF_ACCS_POK_RAGNAROK_01_FLAVOR	謂れなき神々に立ち向かう白き正義の執<br>行者の御旗とともにある帽子。白き革命<br>を起こさんと志を同じくする同志たちか<br>らの贈り物。彼女のかぶった帽子をずら<br>すことなく戦う姿は優美ですらある。
AF_ACCS_POK_RAGNAROK_01_FILTER_KEYWORD	ラグナロク,ファントムオブキル,ファンキル
AF_ACCS_MT3_02_EXPR	能力:HP上限・素早さ・火・水・風・雷・闇・光属性ユニットの全攻撃アップ、真3HDユニットが装備するとマスターアビリティ使用可能
AF_ACCS_MT3_02_FLAVOR	数多の首狩りで蓄積した怨念から、呪物<br>と化すという噂が囁かれる品。その真偽<br>は定かではないが、所有者は魔王のよう<br>な禍々しい力を得る。
AF_ACCS_MT3_02_FILTER_KEYWORD	ティターニア,ジャアクフロスト,ケルベロス,クー・フーリン,メガテン3,真・女神転生3,真3HD
AF_ACCS_BENIKA_01_EXPR	能力:物攻・雷属性ユニットの全攻撃・クリティカル率・回復無効耐性アップ、ベニカ、ク・イエナもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『至純なる罪幕』使用可能(マップ出現時魔法攻撃によるダメージを合計8000まで無効にするシールドを張る)
AF_ACCS_BENIKA_01_FLAVOR	ルークを伴うことで穢れを御し、戦う術<br>を得た少女のお守り。錬鉄師である兄が<br>穢れを祓うとされる素材を探し出して作<br>りあげた。これを握ると、兄がいつも傍<br>にいてくれるようで安心するという。
AF_ACCS_BENIKA_01_FILTER_KEYWORD	ベニカ
AF_ARMS_KURT_01_EXPR	能力:物攻・斬撃攻撃力・素早さ・初期ジュエルアップ、確率でクロックアップ効果、クレトもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『双閃光・命の型』使用可能（自身が致死ダメージを受けても1度だけ生存&発動するまで物攻アップ)、『双閃光・反の型』使用可能（攻撃を回避時に永続で自身の反撃攻撃力アップ(5回まで重複可)）
AF_ARMS_KURT_01_FLAVOR	いかなる人も更生できると信じる双閃光<br>の継承者が持つ刀。名高い刀匠が双閃光<br>の流儀に共感して作り上げたとされる。<br>鞘の強度も高く、鞘での打撃で相手を気<br>絶させることも想定して作られている。
AF_ARMS_KURT_01_FILTER_KEYWORD	クレト,ホワイトデー
AF_ARMO_IZAYOI_01_EXPR	能力:HP上限・斬撃耐性・単体攻撃耐性アップ&消費ジュエル軽減、イザヨイもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ使用可能
AF_ARMO_IZAYOI_01_FLAVOR	仙狐と強い絆で結ばれた二代目“夜狐”<br>の身につけた服。こんな時だからと仙狐<br>が彼女に似合うと選んだもの。着ている<br>うちに義賊の衣装との違和感も消え、悪<br>くないと感じるようになったらしい。
AF_ARMO_IZAYOI_01_FILTER_KEYWORD	イザヨイ,ホワイトデー
AF_ARMS_KUBERA_01_EXPR	能力:物攻・風属性ユニットの全攻撃・単体攻撃耐性・治癒力アップ、クベラもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『極日昇天』使用可能(HP自動回復効果)
AF_ARMS_KUBERA_01_FLAVOR	強さを至上とする罪域の中で、武神と呼<br>ばれる戦士が携帯している大剣。友であ<br>り罪域で最も名高い錬鉄師によって、彼<br>の為に打たれた特注品。武神による斬撃<br>を支える、決して折れない貴重な代物。
AF_ARMS_KUBERA_01_FILTER_KEYWORD	クベラ
AF_ACCS_RAKINA_01_EXPR	能力：最大ジュエル・治癒力・闇属性ユニットの全攻撃・魔法耐性アップ、ラキナもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『ディマイズセイバー』使用可能(範囲内の対象に闇属性の斬撃攻撃&1ターン自身の斬撃耐性・魔法耐性アップ[射程:3,範囲:特殊(扇),高低差:2])、『聖魂の波長』使用可能(HP自動回復効果&隣接する味方がいる場合、隣接する味方と自身の全属性耐性アップ)、『セイブザプライド』と同時装備で『マップ出現時に自身の物攻・物防・魔攻・魔防・斬撃攻撃力アップ』
AF_ACCS_RAKINA_01_FLAVOR	公には秘匿された聖教騎士団第七騎士団<br>団長のリボン。極秘任務に就く彼女を知<br>る、数少ない友人との再会の約束の想い<br>が込められている。聖石の管理という役<br>目を精神的に支えてくれる大切なもの。
AF_ACCS_RAKINA_01_FILTER_KEYWORD	ラキナ
AF_ACCS_REN_01_EXPR	能力:HP上限・器用さ・背面攻撃力・移動禁止属性・回避率アップ、レン、ナツメ、もしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『百足黒霧』使用可能(マップ出現後自身が1回攻撃するまで自身の背面攻撃力・全状態異常耐性大幅アップ&回避率アップ&移動力+1)
AF_ACCS_REN_01_FLAVOR	暗殺者としての顔を持つ緋炎騎士団員が<br>身につけている髪留め。元々は姉の持ち<br>物だが、髪を結ぶ際に渡してくれた物。<br>姉の存命時に髪を梳かしてくれた記憶を<br>思い出させてくれる大切な品。
AF_ACCS_REN_01_FILTER_KEYWORD	レン
AF_ACCS_THREE_NOBLES_01_EXPR	能力:素早さ・斬撃攻撃力・ジュエル獲得量・スタン耐性アップ、マスターアビリティ『三傑が道標』使用可能(マップ出現後1ターンジュエル自動回復効果&3ターン移動力・移動高低差+1)
AF_ACCS_THREE_NOBLES_01_FLAVOR	ラーストリスにおける三傑と呼ばれし将<br>軍が所持している徽章。三傑の武勲を讃<br>え、国王から手渡された。祖国の為に剣<br>を振るう仲間との絆は、いかなる苦境で<br>も彼らの戦意を奮い立たせてくれる。
AF_ACCS_THREE_NOBLES_01_FILTER_KEYWORD	ネヴィル,ブラド,カイザル
AF_ARMS_NATSUME_01_EXPR	能力:物攻・斬撃攻撃力・素早さ・移動禁止耐性アップ、ナツメもしくはレンもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ「『黒斗業剣』葬蒼波」使用可能（敵に自身のHPが少ないほど強力な水属性の斬撃攻撃&与えたダメージの一部を吸収[射程:3,高低差:2])
AF_ARMS_NATSUME_01_FLAVOR	ワダツミ名家のひとつである黒斗一門に<br>伝わる名刀。代々の当主がその証として<br>身につけることとなっている。歴代黒斗<br>の中でも最強と謳われる剣士の斬った鬼<br>の数は、短期間にもかかわらず最多。
AF_ARMS_NATSUME_01_FILTER_KEYWORD	ナツメ
AF_ARMO_YURA_01_EXPR	能力:HP上限・魔防・闇属性ユニットの全攻撃アップ、射程+1、ユラもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『ビズラムーヴ』使用可能(マップ出現後2ターン自身の魔法耐性大幅アップ&移動力+2）
AF_ARMO_YURA_01_FLAVOR	アルケミィを辿る嗅覚に優れた獣人が履<br>いているブーツ。追跡任務中の発覚を避<br>ける為、足音が立ちにくい物を選んだ。<br>その性能もあって、後ろから仲間に近づ<br>く時は無駄に気を使っているらしい。
AF_ARMO_YURA_01_FILTER_KEYWORD	ユラ
AF_ARMS_DARTAGNAN_01_EXPR	能力:物攻・刺突攻撃力・素早さ・単体攻撃耐性アップ、ダルタニアンで装備するとマスターアビリティ『緋獣防陣』使用可能（3ターン自身に物理攻撃によるダメージを合計5000まで無効にするシールドを張る（行動開始時にシールドは復活）)
AF_ARMS_DARTAGNAN_01_FLAVOR	エンヴィリアを愛する獣人の騎士が携帯<br>している槍。彼女とともに数々の土地を<br>巡り、異国の地での出会いにより改良を<br>加えられた品。槍の改良者の個人的な趣<br>味が詰まった名前はやや苦手な模様。
AF_ARMS_DARTAGNAN_01_FILTER_KEYWORD	ダルタニアン
AF_ACCS_SEIDA_02_EXPR	能力：HP上限・初期ジュエル・風属性ユニットの全攻撃・命中率アップ、セーダ(※ver．決戦礼装は使用不可)もしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『風の詞華』使用可能(攻撃時に永続で射撃攻撃力アップ(5回まで重複可))
AF_ACCS_SEIDA_02_FLAVOR	勝利の風を吹かせるアリーズ族の聖教騎<br>士が所持している指輪。アリーズ族に古<br>くから伝わる物で、風に力を作用させる<br>効力を持つ。風を読む才能がある者だけ<br>が、その力を自在に操ることができる。
AF_ACCS_SEIDA_02_FILTER_KEYWORD	セーダ
AF_ARMS_IRENE_01_EXPR	能力:魔攻・器用さ・闇属性ユニットの全攻撃アップ、イレーネもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『闇拡リミテーション』使用可能（マップ出現後自身が3回攻撃するまで単体攻撃力アップ&消費ジュエル軽減)
AF_ARMS_IRENE_01_FLAVOR	怪鳥とともにある骸が携えた弓。使用さ<br>れた素材が闇の性質を持つ力との親和性<br>が高い為、扱い自体が困難。だが、闇の<br>力を振るえる彼女に、その特殊性は最適<br>なものであり、長らく愛用している。
AF_ARMS_IRENE_01_FILTER_KEYWORD	イレーネ
AF_ACCS_CRY_01_EXPR	能力:HP上限・斬撃攻撃力・移動禁止耐性・スタン耐性アップ、平将門もしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『異風の調べ』使用可能(マップ出現後3ターン素早さアップ&詠唱時間短縮)、ダークオリヴィエもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『無慈悲な稲妻』使用可能(範囲内の敵に3連続の雷属性斬撃攻撃&確率でクリティカル発生&呪いの回復無効効果（回復無効状態中は斬撃耐性ダウン）[射程:3,範囲:横一列3マス,高低差:2])
AF_ACCS_CRY_01_FLAVOR	異世界の魔獣の素材を用いて作られたペ<br>ンダント。希少な石が使われており、選<br>ばれし英雄が手にすることで、真価を発<br>揮するという。英雄に新たな力を与える<br>ことで、戦いを勝利に導く代物。
AF_ACCS_CRY_01_FILTER_KEYWORD	ダークオリヴィエ,平将門,クリユニ,クリスタルオブリユニオン
AF_ACCS_CLARIS_01_EXPR	能力:最大ジュエル・魔攻・攻撃禁止耐性・雷属性ユニットの全攻撃アップ、クラリスもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『紡霊「レムレース」』使用可能(マップ出現後自身が3回ダメージを受けるまで魔攻・全防御アップ)
AF_ACCS_CLARIS_01_FLAVOR	ノーザンブライドの祭礼に携わる格式あ<br>る家の女性のカチューシャ。そのリボン<br>は縁を結ぶ物で、ハイエルフとの関係が<br>良好であるように祖父から贈られた。今<br>でもそれを信じて大切にしている。
AF_ACCS_CLARIS_01_FILTER_KEYWORD	クラリス
AF_ARMS_INES_01_EXPR	能力:魔攻・素早さ・運アップ&詠唱時間短縮、マスターアビリティ『響界祭式』使用可能(マップ出現後1ターン素早さアップかつ自身への魔攻バフ・運バフを強化)
AF_ARMS_INES_01_FLAVOR	ノーザンブライドにあるハイエルフの里<br>にいる女性が携帯している杖。ハイエル<br>フの森で、最も精霊に愛されている大樹<br>の枝が使われている。彼女が祭礼で見せ<br>る魔法の輝きを支えてくれる代物。
