IT_US_FATE_TAIYAKI_EXPR	3ターンの間、クロックアップ状態にする
IT_RUNE_SSR_6_TYOUKU_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。強欲罪<br>域＜アヴァリティア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_6_KAGO_EXPR	【加護】の力を持つ★5の強欲刻印
IT_RUNE_SSR_6_KAGO_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。強欲罪<br>域＜アヴァリティア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_6_HOUSEKI_EXPR	【宝石】の力を持つ★5の強欲刻印
IT_RUNE_SSR_6_HOUSEKI_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。強欲罪<br>域＜アヴァリティア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_6_MEIMYAKU_EXPR	【命脈】の力を持つ★5の強欲刻印
IT_RUNE_SSR_6_MEIMYAKU_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。強欲罪<br>域＜アヴァリティア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_6_HIYAKU_EXPR	【飛躍】の力を持つ★5の強欲刻印
IT_RUNE_SSR_6_HIYAKU_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。強欲罪<br>域＜アヴァリティア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_6_GIKOU_EXPR	【技巧】の力を持つ★5の強欲刻印
IT_RUNE_SSR_6_GIKOU_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。強欲罪<br>域＜アヴァリティア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_6_GENZOU_EXPR	【幻像】の力を持つ★5の強欲刻印
IT_RUNE_SSR_6_GENZOU_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。強欲罪<br>域＜アヴァリティア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_6_ISSEN_EXPR	【一閃】の力を持つ★5の強欲刻印
IT_RUNE_SSR_6_ISSEN_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。強欲罪<br>域＜アヴァリティア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_6_ISSO_EXPR	【一掃】の力を持つ★5の強欲刻印
IT_RUNE_SSR_6_ISSO_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。強欲罪<br>域＜アヴァリティア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_6_TYOUJUN_EXPR	【超盾】の力を持つ★5の強欲刻印
IT_RUNE_SSR_6_TYOUJUN_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。強欲罪<br>域＜アヴァリティア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_6_SEICHI_EXPR	【精緻】の力を持つ★5の強欲刻印
IT_RUNE_SSR_6_SEICHI_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。強欲罪<br>域＜アヴァリティア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_6_KAIMETSU_EXPR	【壊滅】の力を持つ★5の強欲刻印
IT_RUNE_SSR_6_KAIMETSU_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。強欲罪<br>域＜アヴァリティア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_KONGO_ATK_MAX_EXPR	【強攻】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_KONGO_ATK_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_MADO_ATK_MAX_EXPR	【魔道】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_MADO_ATK_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_KENRO_ATK_MAX_EXPR	【堅牢】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_KENRO_ATK_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_MAJIN_ATK_MAX_EXPR	【魔陣】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_MAJIN_ATK_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_TYOUKU_ATK_MAX_EXPR	【長駆】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_TYOUKU_ATK_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_KAGO_ATK_MAX_EXPR	【加護】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_KAGO_ATK_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_HOUSEKI_ATK_MAX_EXPR	【宝石】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_HOUSEKI_ATK_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_MEIMYAKU_ATK_MAX_EXPR	【命脈】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_MEIMYAKU_ATK_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_HIYAKU_ATK_MAX_EXPR	【飛躍】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_HIYAKU_ATK_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_GIKOU_ATK_MAX_EXPR	【技巧】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_GIKOU_ATK_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_GENZOU_ATK_MAX_EXPR	【幻像】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_GENZOU_ATK_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_ISSEN_ATK_MAX_EXPR	【一閃】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_ISSEN_ATK_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_ISSO_ATK_MAX_EXPR	【一掃】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_ISSO_ATK_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_TYOUJUN_ATK_MAX_EXPR	【超盾】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_TYOUJUN_ATK_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_SEICHI_ATK_MAX_EXPR	【精緻】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_SEICHI_ATK_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_KAIMETSU_ATK_MAX_EXPR	【壊滅】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_KAIMETSU_ATK_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_KONGO_DEX_MAX_EXPR	【強攻】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_KONGO_DEX_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_MADO_DEX_MAX_EXPR	【魔道】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_MADO_DEX_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_KENRO_DEX_MAX_EXPR	【堅牢】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_KENRO_DEX_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_MAJIN_DEX_MAX_EXPR	【魔陣】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_MAJIN_DEX_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_TYOUKU_DEX_MAX_EXPR	【長駆】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_TYOUKU_DEX_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_KAGO_DEX_MAX_EXPR	【加護】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_KAGO_DEX_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_HOUSEKI_DEX_MAX_EXPR	【宝石】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_HOUSEKI_DEX_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_MEIMYAKU_DEX_MAX_EXPR	【命脈】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_MEIMYAKU_DEX_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_HIYAKU_DEX_MAX_EXPR	【飛躍】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_HIYAKU_DEX_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_GIKOU_DEX_MAX_EXPR	【技巧】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_GIKOU_DEX_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_GENZOU_DEX_MAX_EXPR	【幻像】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_GENZOU_DEX_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_ISSEN_DEX_MAX_EXPR	【一閃】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_ISSEN_DEX_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
IT_RUNE_SSR_1_ISSO_DEX_MAX_EXPR	【一掃】の力を持つ★5の嫉妬刻印
IT_RUNE_SSR_1_ISSO_DEX_MAX_FLAVOR	太古に破壊され、世界に飛散したグラン<br>エクシエルの力の一部を持ち続けている<br>石。大罪の刻印が刻まれている。嫉妬罪<br>域＜インディヴィア・ベルト＞由来の力<br>を持ち、幻影兵の能力を強化できる。
