QE_TM_POT_LIM_LV1	ステージ効果：物攻マイナス補正、魔攻プラス補正
QE_EV_GET_ARMO_COLLABO_SAG_HA	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ナタリー<br>・羅阿素斗利主外套：スピカ<br>・数路宇素珠多印外套：アルベル<br>・留諏斗武流愚外套：アルマ<br>・具羅斗似意押忍外套：ラウラ<br>・倶李異努大駆外套：ランハオ<br>・輪蛇津美外套：チハヤ<br>・鎖葉駆外套：カルラ<br>・乃斬武羅射土外套：カダノバ<br>・路数斗武流外套：アインツ
QE_EV_GET_ARMO_COLLABO_WAD_HA	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ヴェテル<br>・羅阿素斗利主外套：スピカ<br>・数路宇素珠多印外套：リュイ<br>・留諏斗武流愚外套：リズベット<br>・具羅斗似意押忍外套：イレーネ<br>・倶李異努大駆外套：オライオン<br>・叉我外套：ヴォダ<br>・鎖葉駆外套：バルト<br>・乃斬武羅射土外套：ラキナ<br>・路数斗武流外套：アハト
QE_EV_GET_ARMO_COLLABO_DES_HA	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ナタリー<br>・羅阿素斗利主外套：シルマ<br>・数路宇素珠多印外套：アルベル<br>・留諏斗武流愚外套：アルマ<br>・具羅斗似意押忍外套：ラウラ<br>・倶李異努大駆外套：ランハオ<br>・叉我外套：ティナ<br>・輪蛇津美外套：レン<br>・乃斬武羅射土外套：カダノバ<br>・路数斗武流外套：アハト
QE_EV_GET_ARMO_COLLABO_NOR_HA	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ヴェテル<br>・羅阿素斗利主外套：スピカ<br>・数路宇素珠多印外套：リュイ<br>・留諏斗武流愚外套：リズベット<br>・具羅斗似意押忍外套：イレーネ<br>・倶李異努大駆外套：ランハオ<br>・叉我外套：ヴォダ<br>・輪蛇津美外套：チハヤ<br>・鎖葉駆外套：カルラ<br>・路数斗武流外套：アインツ
QE_EV_GET_ARMO_COLLABO_LOS_HA	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ナタリー<br>・羅阿素斗利主外套：シルマ<br>・数路宇素珠多印外套：アルベル<br>・留諏斗武流愚外套：アルマ<br>・具羅斗似意押忍外套：ラウラ<br>・倶李異努大駆外套：オライオン<br>・叉我外套：ティナ<br>・輪蛇津美外套：レン<br>・鎖葉駆外套：バルト<br>・乃斬武羅射土外套：ラキナ

QE_EV_GEKITOUQUEST_TRS_N	<br>マップ効果：プレイヤー側の東京リベンジャーズコラボユニットに「全攻撃大幅アップ&単体攻撃耐性・範囲攻撃耐性アップ」
QE_EV_GEKITOUQUEST_TRS_EX	攻略のヒント：<br>『花垣武道』は「HPを1度だけ完全回復&CTアップ(自身のHPが25％以下で発動)」のウェポンアビリティを持っている。<br><br>マップ効果：プレイヤー側の東京リベンジャーズコラボユニットに「全攻撃大幅アップ&単体攻撃耐性・範囲攻撃耐性アップ」
QE_EV_GEKITOUQUEST_TRS_EX_SP2	攻略のヒント：<br>・『花垣武道』『佐野万次郎』『龍宮寺堅』は「HPを1度だけ完全回復&CTアップ(自身のHPが25％以下で発動)」のウェポンアビリティを持っている。<br>・『花垣武道』は一定のHP以下になるとスキル『武道の臨戦態勢』『オレが東卍のトップになる』を使用する。<br>・『佐野万次郎』は敵側の東京リベンジャーズコラボユニットが死亡する度に「マップ全域の自身以外の味方のCTアップ&1ターン自身の全攻撃大幅アップかつ移動力+2」のスキルを使用する。また、敵側の他の東京リベンジャーズコラボユニットが全滅すると、移動するようになる。<br><br>マップ効果：プレイヤー側の東京リベンジャーズコラボユニットに「全攻撃大幅アップ&単体攻撃耐性・範囲攻撃耐性アップ」
QE_EV_GEKITOUQUEST_TRS_ABYSS	攻略のヒント：<br>・『花垣武道』『龍宮寺堅』は「HPを1度だけ完全回復&CTアップ(自身のHPが25％以下で発動)」のウェポンアビリティを持っている。<br>・『花垣武道』は一定のHP以下になるとスキル『武道の臨戦態勢』『オレが東卍のトップになる』を使用する。<br>・『佐野万次郎』は敵側の東京リベンジャーズコラボユニットが死亡する度に「マップ全域の自身以外の味方のCTアップ&1ターン自身の全攻撃大幅アップかつ移動力+2」のスキルを使用する。また、敵側の他の東京リベンジャーズコラボユニットが全滅すると、移動するようになる。<br><br>マップ効果：プレイヤー側の東京リベンジャーズコラボユニットに「全攻撃大幅アップ&単体攻撃耐性・範囲攻撃耐性アップ」

QE_EV_HALLOWEEN_2022_EX_SP	パネル『ネバネバした液体』はプレイヤー側ユニットがパネルに乗った時のみ「素早さ大幅ダウンかつ移動禁止」効果がある。一定時間経過すると消滅する。<br>『ハロウィンラットン』は倒すことはできず、1度でも攻撃を受けるとガッツが発動し『使い魔』もしくは『魔人』に変身する。追撃などを使い、変身が発動する前に再度攻撃すると変身せず撤退する。<br>『鬼・仕掛砲師』はHP40%以下になると「アルケミィエフェクトおよび状態異常系を無効化」する。<br>『フロッグ』は「引き寄せる」スキルの他に「防御無視の無区分攻撃&威力は対象の物攻により変動&《アルケミィクラッシュ》を付与&5ターンいずれかの属性耐性ダウンかつ移動力-1（重複可）」するスキルを使用する。<br>また、HP40%以下になると「アルケミィエフェクトおよび全状態異常を無効化」する。<br>『使い魔』のリアクション『ドラゴンブレス』は<color=yellow>背後からの攻撃では発動しない</color>。<br>『魔人』はマップ全域の敵へのシールドや、マップ全域のプレイヤー側ユニットへの割合ダメージなどのスキルを使用する。<br>リアクション『防衛システム』は「被ダメージ時に敵から自身が受けたダメージの一部を対象に与えてHPを吸収&スキル攻撃にも発動」効果があるが、<color=yellow>火属性ユニットの攻撃では発動しない</color>。
QE_EV_HALLOWEEN_2022_EX_SP2	パネル『ネバネバした液体』はプレイヤー側ユニットがパネルに乗った時のみ「素早さ大幅ダウンかつ移動禁止」効果がある。一定時間経過すると消滅する。<br>『ハロウィンラットン』は倒すことはできず、1度でも攻撃を受けるとガッツが発動し『使い魔』もしくは『魔人』に変身する。追撃などを使い、変身が発動する前に再度攻撃すると変身せず撤退する。<br>『鬼・仕掛砲師』はHP40%以下になると「アルケミィエフェクトおよび状態異常系を無効化」する。<br>『フロッグ』は「引き寄せる」スキルの他に「防御無視の無区分攻撃&威力は対象の物攻により変動&《アルケミィクラッシュ》を付与&5ターンいずれかの属性耐性ダウンかつ移動力-1（重複可）」するスキルを使用する。<br>また、HP40%以下になると「アルケミィエフェクトおよび全状態異常を無効化」する。<br>『使い魔』のリアクション『ドラゴンブレス』は<color=yellow>背後からの攻撃では発動しない</color>。<br>『魔人』はマップ全域の敵へのシールドや、マップ全域のプレイヤー側ユニットへの割合ダメージなどのスキルを使用する。<br>リアクション『防衛システム』は「被ダメージ時に敵から自身が受けたダメージの一部を対象に与えてHPを吸収&スキル攻撃にも発動」効果があるが、<color=yellow>火属性ユニットの攻撃では発動しない</color>。
QE_MULTI_HALLOWEEN_2022_EX_SP	パネル『ネバネバした液体』はプレイヤー側ユニットがパネルに乗った時のみ「素早さ大幅ダウンかつ移動禁止」効果がある。一定時間経過すると消滅する。<br>『ハロウィンラットン』は倒すことはできず、1度でも攻撃を受けるとガッツが発動し『使い魔』もしくは『魔人』に変身する。追撃などを使い、変身が発動する前に再度攻撃すると変身せず撤退する。<br>『鬼・仕掛砲師』はHP40%以下になると「アルケミィエフェクトおよび状態異常系を無効化」する。<br>『フロッグ』は「引き寄せる」スキルの他に「防御無視の無区分攻撃&威力は対象の物攻により変動&《アルケミィクラッシュ》を付与&5ターンいずれかの属性耐性ダウンかつ移動力-1（重複可）」するスキルを使用する。<br>また、HP40%以下になると「アルケミィエフェクトおよび全状態異常を無効化」する。<br>『使い魔』のリアクション『ドラゴンブレス』は<color=yellow>背後からの攻撃では発動しない</color>。<br>『魔人』はマップ全域の敵へのシールドや、マップ全域のプレイヤー側ユニットへの割合ダメージなどのスキルを使用する。<br>リアクション『防衛システム』は「被ダメージ時に敵から自身が受けたダメージの一部を対象に与えてHPを吸収&スキル攻撃にも発動」効果があるが、<color=yellow>火属性ユニットの攻撃では発動しない</color>。
QE_MULTI_HALLOWEEN_2022_EX_SP2	パネル『ネバネバした液体』はプレイヤー側ユニットがパネルに乗った時のみ「素早さ大幅ダウンかつ移動禁止」効果がある。一定時間経過すると消滅する。<br>『ハロウィンラットン』は倒すことはできず、1度でも攻撃を受けるとガッツが発動し『使い魔』もしくは『魔人』に変身する。追撃などを使い、変身が発動する前に再度攻撃すると変身せず撤退する。<br>『鬼・仕掛砲師』はHP40%以下になると「アルケミィエフェクトおよび状態異常系を無効化」する。<br>『フロッグ』は「引き寄せる」スキルの他に「防御無視の無区分攻撃&威力は対象の物攻により変動&《アルケミィクラッシュ》を付与&5ターンいずれかの属性耐性ダウンかつ移動力-1（重複可）」するスキルを使用する。<br>また、HP40%以下になると「アルケミィエフェクトおよび全状態異常を無効化」する。<br>『使い魔』のリアクション『ドラゴンブレス』は<color=yellow>背後からの攻撃では発動しない</color>。<br>『魔人』はマップ全域の敵へのシールドや、マップ全域のプレイヤー側ユニットへの割合ダメージなどのスキルを使用する。<br>リアクション『防衛システム』は「被ダメージ時に敵から自身が受けたダメージの一部を対象に与えてHPを吸収&スキル攻撃にも発動」効果があるが、<color=yellow>火属性ユニットの攻撃では発動しない</color>。
