CARD_001_FLAVOR	俺もああなりたいなあ
TS_WADA_AZAMI_01_FLAVOR	隣りで食事をともにし、相対して刀の稽古をし、並んで眠りについた。二度と訪れない時間は、消えることのない記憶。<br><br>「油断しすぎよ、アマネ<br>早く立って、刀を握りなさい」<br><br>ふたりの結びつきにより、彼女は応えてくれた。とはいえ、いつまでも甘えてはいられないとわかっている。彼女の想いを乗せて、拙者は歩んで行くのだから。<br>(結びついたふたつの願い)
TS_GREED_RUI_01_FLAVOR	剣や銃でわずかな食べ物を奪い合う勝者となったとして、その先など何もありはしない。それを思い知らされ続けた時間すら、無駄にはしたくはなかった。<br><br>「…誓おう。俺たちの手で、<br>必ずこの国を変えてみせると」<br><br>出会いは奪い合い。それを強要する国を変えたいと願うふたりの誓いは揺るがない。自分たちの落ち着ける居場所の為。<br>（誓いし過去のふたりの胸中）
TS_WADA_YOMI_LINK_01_FLAVOR	怖いのは兄が歩んできた道が、自分がその背を追いかけて歩んできたこの道が、この靴で歩み続けてきたすべてが無意味だったと思い知らされること。<br><br>「ワタシは鬼になる」<br><br>その覚悟は兄を信じたがゆえでもあり、友が自分の道を支えてくれると知ったから。眠りし鬼の力を怖れる弱さは塗りつぶせる。ワタシは独りじゃないから。<br>（壁を破ったヨミの胸中）
TS_NORTH_RIZA_01_FLAVOR	立場がヒトを作る。その立場に馴染んで“悪”をこなせる私は、結局“あの兄にしてこの妹あり”。髪飾りで身綺麗にしても、私にも悪徳を果たせる血が流れているということ。聖女の名が笑える。<br><br>「――“ともに分かち合いましょう”」<br><br>傷を共有する相手は、得体が知れない。わかりあえることはないでしょう。だからこそ、せめて肉体の傷くらいは。<br>（聞く者のないリザの独言）
TS_LUST_ST_NIKUSU_02_FLAVOR	我らにとって、天地とはいずれ終わるもの。その終末において、我らが新世界への礎となる…それこそが誇りだった。<br><br>「“――空間接続を開始”」<br><br>この目が捉えた輝きはなんなのか。ほかの罪域から現れた、見慣れぬ装身具と術を持つ者たち。我ら傲慢の民にも知り得ぬものがまだ世界にある。その事実だけでこの世界を惜しく思ってしまった。<br>（歴史に名を残さぬ者の感嘆）
TS_SAGA_NINA_03_FLAVOR	千回の素振りや戦う為の正義。<br>確かにそれは緋炎騎士団にとって必要不可欠なもの。けれどそれ以前に、想いを貫く熱い意志を持ち続けられるか。<br><br>「私の覚悟、見ていてください!!!」<br><br>素朴なブレスレットが似合う彼女には、私たちにも負けない熱い炎があった。この先もこういう出会いを繰り返し、緋炎騎士団は続いていくのだと確信できた。<br>（過去を懐かしむクロエの胸中）
TS_GREED_ENANZI_01_FLAVOR	未完成であり、無知であり、そして世界を知らぬがゆえに不遜ともとれる大望を抱く。人は愚かしく、だからこそある種の愛らしさとして映る。<br><br>「“此度”のうぬは本当に面白いのう」<br><br>迷い、我の腰元のベルトで手遊びしていたリルは、早くも自身にできる可能性を模索し始めた。その真っ直ぐさ、一個人としては好ましいものだと言える。<br>（リルを見つめるエナンジの胸中）
TS_GLUTTONY_MATHIAS_02_FLAVOR	天候も地形も、私にとってはいかに戦うかの条件でしかなかった。まさか無邪気さだけで受け入れる日がくるなんて。<br><br>「…まぁ、今は余計なことを考えずともいいでしょう」<br><br>そう、今はせっかくの機会というものをただ受け止めればいい。サンバイザーやカーディガンを外し海を楽しむ。これが人々が紡いできた、平穏の世界。<br>（日差しの下で微笑むマティアの胸中）
TS_WADA_AMANE_HEROS_01_FLAVOR	いつの日にか交わり、始まったともに歩む時間。それは平穏な中にある時間ではなかったものの、とても暖かい日々。<br>花の咲く野原はその象徴にも見える。<br><br>「あ、よかった！　その髪の色によく似合う花冠になってる！」<br><br>たどり着きたい場所は決まっている。その為にともに歩む大切な仲間と、未来を見据えて進んでいきたいと思うのだ。<br>（アマネの心に咲いた想い）
TS_LUST_YAULAS_LINK_01_FLAVOR	追いかけ続けていた背中が唐突に見えなくなったとしても、憧れの想いやその記憶が消え去ることなどない。<br><br>「見つけた。なつかしい、炎の匂い」<br><br>もともとは弟に掛けられた呪いを外す為に、髪飾りを身に付けた時間と同じくらいの時間を重ねた研究成果。それがこの地を救う刃となる。その剣筋を導くのがアナタの残滓なんて上出来よね。<br>（想いを定めたヤウラスの胸中）
TS_WRATH_LINDRAKE_02_FLAVOR	いつの日かという想いすら抱いたことはなかった。人の世で人が作り上げてきた世界を静かに眺める時間を得る。<br><br>「夢であれ現実であれ変わらない、か」<br><br>諦めの悪かったであろう人が作り上げた世界。打ち上げられる花火も、初めて着たにも関わらず肌に馴染むこの服も、どこか遠い物に感じる。それでも、かつてとなりにいた人の気配は近くに感じた。<br>（リンドレイクの回顧の胸中）
TS_WRATH_DIOS_LINK_01_FLAVOR	――悲しき世界を変える。<br>その願いの為、時に誤った道を進み、時に遠回りして道に迷うこともあった。<br><br>「ようやくここまで来ることができた」<br><br>今この一瞬は、託された想いと力を貸してくれる仲間の意志があったから手にできた。この肩当てのように傷をものともせず、すべてを抱えて歩んできた道を未来に繋げる。この聖剣とともに。<br>（聖剣の真価を示すディオスの胸中）
TS_WRATH_DIOS_LINK_02_FLAVOR	時代が移り変わっても、守り続けてきた聖剣。託すことに不安はない。揺らがない意志を持つ彼なら、信じられるから。<br><br>「これから君はこの剣を振るい<br>世界を照らしていくこととなる」<br><br>聖剣に込められた平和への想い。それは固く結ばれたベルトのように、確実に未来に繋いでくれる。託す者の心境も、ようやく実感できたような気がしていた。<br>（次代に聖剣を託すバシーニの胸中）
TS_ENVYRIA_CELES_02_FLAVOR	二度と会えないと思っていた息子。聞きたいことは多い。けれど、交わす言葉は少なくていい。彼もワダツミで育てた娘と同じ未来を見据えているから。<br><br>「過去は変えられないけれど<br>未来は、あなたたちになら変えられる」<br><br>私の歩いてきた道は終わらない。心残りはない。でも、この日常の先が見たいとささやかな願いを抱いてしまう。<br>（我が子と食事をするセリスの想い）
TS_ENVYRIA_SELJUKLU_01_FLAVOR	僕のすべてが海に溶けてしまっても、僕という存在、僕の歩いてきた旅路は消えやしない。我ら竜種の犠牲を無駄にはしなかった人々に想いは受け継がれた。<br><br>「どうか、最後に良き夢を！」<br><br>旅の仲間に別れの挨拶はいらない。新たな旅立ちを見送る時は、笑顔さえあればいい。この広大な海で、貴方の旅路をこれからも見守っています。<br>（海に溶け込むセルジークの思い）
TS_NORTH_HELENE_02_FLAVOR	仮装に身を包む特別な時間。この幸せに満ちた光景を余だけでは、守り通すことが難しかったかもしれない。<br><br>「お礼なんて気にしないで。アナタたちも大切な人と過ごしていいのよ？」<br><br>ヘレネーは当然のことをしたまでと思っているのだろう。だが、お主の思いが人を動かし、多くのものを救ったのだ。そういうところが友と少し似ている。<br>（幸せを見守るメイファンの想い）
