IT_US_FATE_TAIYAKI_EXPR	Casts Quicken status on user for three turns.
IT_US_EVENT_HALLOWEEN_2016_02_FLAVOR	One of the lollipops that Fung Liu had ready as treats for Halloween. It's bright and colorful, and looks very refreshing. Just one lick seems to make it melt in the mouth, releasing a cool, revitalizing sensation.
IT_US_EVENT_HALLOWEEN_2016_03_EXPR	For use during battle. Recovers HP (small amount) and raises HP.
IT_US_EVENT_HALLOWEEN_2016_03_FLAVOR	One of the lollipops that Gormalas had ready as treats for Halloween. Its bizarre coloring makes it difficult to guess its taste, and it turns the entire tongue black with one lick, but it in fact has a surprisingly addictive flavor.
IT_US_EVENT_HALLOWEEN_2016_04_EXPR	For use during battle. Recovers HP (small amount) and raises PDEF.
IT_US_EVENT_HALLOWEEN_2016_04_FLAVOR	One of the little bottles of beautiful, red-colored jelly beans that Logi had ready for Halloween. They're a marvel just to look at, let alone eat--super-sweet and super-cute!
IT_US_EVENT_HALLOWEEN_2016_05_EXPR	For use during battle. Recovers HP (small amount) and raises PATK.
IT_US_EVENT_HALLOWEEN_2016_05_FLAVOR	One of the little bottles of chic, blue-colored jelly beans that Dias had ready as treats for Halloween. Just looking at them is enough to make your mouth salivate with excitement! They're more savory than sweet, though--recommended for the mature jelly bean connoisseur.
IT_US_EVENT_HALLOWEEN_2016_06_EXPR	For use during battle. Recovers HP (small amount) and raises CRIT.
IT_US_EVENT_HALLOWEEN_2016_06_FLAVOR	Vlad had these crunchy cookies ready as treats for Halloween. They come in containers shaped like jack-o'-lanterns. They make the tongue tingle, but still have a faint sweetness, and are great fun to munch away at.
IT_US_EVENT_HALLOWEEN_2016_07_EXPR	For use during battle. Recovers HP (small amount) and raises DEX.
IT_US_EVENT_HALLOWEEN_2016_07_FLAVOR	Neville had these crunchy cookies ready as treats for Halloween. They come in containers shaped like jack-o'-lanterns. They're cool and refreshing, and not too sweet.
IT_US_EVENT_HALLOWEEN_2016_08_EXPR	For use during battle. Recovers HP (small amount) and raises AGI.
IT_US_EVENT_HALLOWEEN_2016_08_FLAVOR	Caesar had these crunchy cookies ready as treats for Halloween. They come in containers shaped like jack-o'-lanterns. They're piping hot, and a little on the spicy side, but they've got a delicious, delicately balanced flavor.
IT_EVENT_DISCOIN_FLAVOR	A coin that can be obtained from the Item World.
IT_EVENT_VEDACOIN_FLAVOR	A coin that can be obtained in Mystic Tower Veda.
IT_EVENT_VEDACOIN_2_FLAVOR	 
IT_EVENT_SPORTS_COIN_FLAVOR	A coin that can be obtained from Summer Sports Meet.
IT_EVENT_HALLOWEEN_COIN_FLAVOR	A coin that can be obtained from the Halloween event.
IT_US_JOB_COIN_EXPR	
IT_US_JOB_COIN_FLAVOR	A coin that can be used at the Enchantment Coin Exchange Shop.
IT_EVENT_FA_COIN_FLAVOR	A coin that can be obtained from the Fullmetal Alchemist Code event.
IT_EVENT_XMAS_WREATH_FLAVOR	A coin that can be obtained from the Winter Holiday event.
IT_EVENT_FRIEND_COIN_FLAVOR	A coin that can be used at the Friend Shop.
IT_EVENT_VALE_COIN_FLAVOR	 
IT_EVENT_XMAS_CHICKEN_EXPR	For use during battle. Recovers HP (medium amount) and raises JUMP by 1 for three turns.
IT_EVENT_XMAS_CHICKEN_FLAVOR	This delicious fried chicken is sold in the downtown area of Lustburg. Apparently Michael taught the shopkeeper the secret recipe used to make it, which is why it's named after him. It's said to increase jumping power, and greatly recover stamina.
IT_CV_OTOSHIDAMA_2017_EXPR	This item can be exchanged for 2017 Zeni.
IT_CV_OTOSHIDAMA_2017_FLAVOR	This bag is imbued with powerful feelings of gratitude and joy. Bags of this sort are pretty rare, and are only seen around this time of year. Their actual value is a mystery until they're opened. Happy New Year!
IT_US_FUKUBUKURO_2017_01_EXPR	Ticket for summoning an assortment of ten Apples of different types.
IT_US_FUKUBUKURO_2017_02_EXPR	Ticket for summoning ten Zeni-convertible items such as Gold Ingots.
IT_US_FUKUBUKURO_2017_03_EXPR	Ticket for summoning an assortment of ten equipment-enhancing items of different types.
IT_US_FUKUBUKURO_2017_04_EXPR	Ticket for summoning an assortment of ten gear-enhancing items of different types.
IT_US_FUKUBUKURO_2017_05_EXPR	This ticket is equivalent to a Rare Summon Ticket.
IT_US_FUKUBUKURO_2017_06_EXPR	This ticket is equivalent to a Gear Summon Ticket.
IT_US_FUKUBUKURO_2017_07_EXPR	Use this ticket to summon one Soul Shard of a random element, including Rainbow.
IT_US_EVENT_VALENTINE_2017_01_EXPR	For use during battle. Slightly recovers HP and raises MOVE by 1 for one turn.
IT_US_EVENT_VALENTINE_2017_01_FLAVOR	This heart-shaped box is packed full with Valentine's Day chocolates and presents for a loved one. When opened it restores HP, and fills the owner with an excited, happy feeling, raising MOVE.
IT_EVENT_MOTHERS_2017_EXPR	A special ticket that is given on Mother's Day. It is packed with feelings of gratitude.
IT_EVENT_FATHERS_2017_EXPR	A special ticket that is given on Father's Day. It is packed with feelings of gratitude.
IT_OR_MEDAL_01_EXPR	This prestigious title is awarded to valorous heroes who have cleared the quest "Limit Challenger"
IT_OR_MEDAL_02_EXPR	A prestigious title that is awarded to brave players who have cleared the quest "Battle of Demonslaught."
IT_OR_MEDAL_03_EXPR	 
IT_OR_MEDAL_FF15_05_EXPR	Exclusive title celebrating the FFXV collab
IT_OR_MEDAL_AOT_YOROI_01_EXPR	
IT_APRIL_MONSTER_PI_01_FLAVOR	If you collect enough Soul Shards, you can also transmute the corresponding unit...or not! Sell this to make bank in the Shop!
IT_APRIL_MONSTER_PI_02_FLAVOR	If you collect enough Soul Shards, you can also transmute the corresponding unit...or not! Sell this to make bank in the Shop!
IT_APRIL_MONSTER_PI_03_FLAVOR	If you collect enough Soul Shards, you can also transmute the corresponding unit...or not! Sell this to make bank in the Shop!
IT_APRIL_MONSTER_PI_04_FLAVOR	If you collect enough Soul Shards, you can also transmute the corresponding unit...or not! Sell this to make bank in the Shop!
IT_APRIL_MONSTER_PI_05_FLAVOR	If you collect enough Soul Shards, you can also transmute the corresponding unit...or not! Sell this to make bank in the Shop!
IT_APRIL_MONSTER_PI_06_FLAVOR	If you collect enough Soul Shards, you can also transmute the corresponding unit...or not! Sell this to make serious bank in the Shop!
IT_LETTER_01_ALAI_EXPR	 
IT_LETTER_01_ALAI_FLAVOR	 
IT_LETTER_02_ALFR_EXPR	 
IT_LETTER_02_ALFR_FLAVOR	 
IT_LETTER_03_ELAI_EXPR	 
IT_LETTER_03_ELAI_FLAVOR	 
IT_LETTER_04_CLOE_EXPR	 
IT_LETTER_04_CLOE_FLAVOR	 
IT_LETTER_05_DILG_EXPR	 
IT_LETTER_05_DILG_FLAVOR	 
IT_LETTER_06_DECE_EXPR	 
IT_LETTER_06_DECE_FLAVOR	 
IT_LETTER_07_PATT_EXPR	 
IT_LETTER_07_PATT_FLAVOR	 
IT_LETTER_08_RUNB_EXPR	 
IT_LETTER_08_RUNB_FLAVOR	 
IT_LETTER_09_RIGA_EXPR	 
IT_LETTER_09_RIGA_FLAVOR	 
IT_LETTER_10_MIAN_EXPR	 
IT_LETTER_10_MIAN_FLAVOR	 
IT_LETTER_11_VETT_EXPR	 
IT_LETTER_11_VETT_FLAVOR	 
IT_LETTER_12_GAYN_EXPR	 
IT_LETTER_12_GAYN_FLAVOR	 
IT_LETTER_13_ELIZ_EXPR	 
IT_LETTER_13_ELIZ_FLAVOR	 
IT_LETTER_14_FRAI_EXPR	 
IT_LETTER_14_FRAI_FLAVOR	 
IT_LETTER_15_LUCR_EXPR	 
IT_LETTER_15_LUCR_FLAVOR	 
IT_LETTER_16_SHAY_EXPR	 
IT_LETTER_16_SHAY_FLAVOR	 
IT_LETTER_17_VICT_EXPR	 
IT_LETTER_17_VICT_FLAVOR	 
IT_LETTER_18_ERUR_EXPR	 
IT_LETTER_18_ERUR_FLAVOR	 
IT_LETTER_19_MARG_EXPR	 
IT_LETTER_19_MARG_FLAVOR	 
IT_LETTER_20_LEON_EXPR	 
IT_LETTER_20_LEON_FLAVOR	 
IT_LETTER_21_FAIR_EXPR	 
IT_LETTER_21_FAIR_FLAVOR	 
IT_LETTER_22_PRIS_EXPR	 
IT_LETTER_22_PRIS_FLAVOR	 
IT_LETTER_23_DART_EXPR	 
IT_LETTER_23_DART_FLAVOR	 
IT_LETTER_24_BLIT_EXPR	 
IT_LETTER_24_BLIT_FLAVOR	 
IT_LETTER_25_BELT_EXPR	 
IT_LETTER_25_BELT_FLAVOR	 
IT_LETTER_160_CANO_EXPR	 
IT_LETTER_160_CANO_FLAVOR	 
IT_LETTER_164_MONZ_EXPR	 
IT_LETTER_164_MONZ_FLAVOR	 
IT_LETTER_165_ZAYI_EXPR	 
IT_LETTER_165_ZAYI_FLAVOR	 
IT_LETTER_33_AMIS_EXPR	 
IT_LETTER_33_AMIS_FLAVOR	 
IT_LETTER_34_CHAL_EXPR	 
IT_LETTER_34_CHAL_FLAVOR	 
IT_LETTER_35_SARA_EXPR	 
IT_LETTER_35_SARA_FLAVOR	 
IT_LETTER_36_MEGI_EXPR	 
IT_LETTER_36_MEGI_FLAVOR	 
IT_LETTER_37_RICH_EXPR	 
IT_LETTER_37_RICH_FLAVOR	 
IT_LETTER_38_REGE_EXPR	 
IT_LETTER_38_REGE_FLAVOR	 
IT_LETTER_39_VELO_EXPR	 
IT_LETTER_39_VELO_FLAVOR	 
IT_LETTER_40_ALBE_EXPR	 
IT_LETTER_40_ALBE_FLAVOR	 
IT_LETTER_41_KURA_EXPR	 
IT_LETTER_41_KURA_FLAVOR	 
IT_LETTER_42_VINC_EXPR	 
IT_LETTER_42_VINC_FLAVOR	 
IT_LETTER_43_KYAR_EXPR	 
IT_LETTER_43_KYAR_FLAVOR	 
IT_LETTER_44_HAZE_EXPR	 
IT_LETTER_44_HAZE_FLAVOR	 
IT_LETTER_45_DAIS_EXPR	 
IT_LETTER_45_DAIS_FLAVOR	 
IT_LETTER_46_CHAT_EXPR	 
IT_LETTER_46_CHAT_FLAVOR	 
IT_LETTER_47_JUST_EXPR	 
IT_LETTER_47_JUST_FLAVOR	 
IT_LETTER_48_AISH_EXPR	 
IT_LETTER_48_AISH_FLAVOR	 
IT_LETTER_168_MIUN_EXPR	 
IT_LETTER_168_MIUN_FLAVOR	 
IT_LETTER_49_TEON_EXPR	 
IT_LETTER_49_TEON_FLAVOR	 
IT_LETTER_50_NEIC_EXPR	 
IT_LETTER_50_NEIC_FLAVOR	 
IT_LETTER_51_ZOPH_EXPR	 
IT_LETTER_51_ZOPH_FLAVOR	 
IT_LETTER_52_TETI_EXPR	 
IT_LETTER_52_TETI_FLAVOR	 
IT_LETTER_53_LOTI_EXPR	 
IT_LETTER_53_LOTI_FLAVOR	 
IT_LETTER_54_ARKI_EXPR	 
IT_LETTER_54_ARKI_FLAVOR	 
IT_LETTER_55_ANJO_EXPR	 
IT_LETTER_55_ANJO_FLAVOR	 
IT_LETTER_56_JAKE_EXPR	 
IT_LETTER_56_JAKE_FLAVOR	 
IT_LETTER_57_SUTO_EXPR	 
IT_LETTER_57_SUTO_FLAVOR	 
IT_LETTER_58_LUCA_EXPR	 
IT_LETTER_58_LUCA_FLAVOR	 
IT_LETTER_59_CIEL_EXPR	 
IT_LETTER_59_CIEL_FLAVOR	 
IT_LETTER_60_RAHU_EXPR	 
IT_LETTER_60_RAHU_FLAVOR	 
IT_LETTER_61_RETZ_EXPR	 
IT_LETTER_61_RETZ_FLAVOR	 
IT_LETTER_62_BALT_EXPR	 
IT_LETTER_62_BALT_FLAVOR	 
IT_LETTER_63_RYLE_EXPR	 
IT_LETTER_63_RYLE_FLAVOR	 
IT_LETTER_64_SHEH_EXPR	 
IT_LETTER_64_SHEH_FLAVOR	 
IT_LETTER_65_RAME_EXPR	 
IT_LETTER_65_RAME_FLAVOR	 
IT_LETTER_66_ASUW_EXPR	 
IT_LETTER_66_ASUW_FLAVOR	 
IT_LETTER_67_HISH_EXPR	 
IT_LETTER_67_HISH_FLAVOR	 
IT_LETTER_68_UZUM_EXPR	 
IT_LETTER_68_UZUM_FLAVOR	 
IT_LETTER_167_BASI_EXPR	 
IT_LETTER_167_BASI_FLAVOR	 
IT_LETTER_26_SHEN_EXPR	 
IT_LETTER_26_SHEN_FLAVOR	 
IT_LETTER_27_MEIF_EXPR	 
IT_LETTER_27_MEIF_FLAVOR	 
IT_LETTER_28_CHAO_EXPR	 
IT_LETTER_28_CHAO_FLAVOR	 
IT_LETTER_29_FEIR_EXPR	 
IT_LETTER_29_FEIR_FLAVOR	 
IT_LETTER_30_LUCL_EXPR	 
IT_LETTER_30_LUCL_FLAVOR	 
IT_LETTER_31_WON_EXPR	 
IT_LETTER_31_WON_FLAVOR	 
IT_LETTER_32_TSAN_EXPR	 
IT_LETTER_32_TSAN_FLAVOR	 
IT_LETTER_73_ALMI_EXPR	 
IT_LETTER_73_ALMI_FLAVOR	 
IT_LETTER_74_ALEX_EXPR	 
IT_LETTER_74_ALEX_FLAVOR	 
IT_LETTER_75_GATH_EXPR	 
IT_LETTER_75_GATH_FLAVOR	 
IT_LETTER_76_MELI_EXPR	 
IT_LETTER_76_MELI_FLAVOR	 
IT_LETTER_77_MERD_EXPR	 
IT_LETTER_77_MERD_FLAVOR	 
IT_LETTER_78_MILI_EXPR	 
IT_LETTER_78_MILI_FLAVOR	 
IT_LETTER_79_GORM_EXPR	 
IT_LETTER_79_GORM_FLAVOR	 
IT_LETTER_80_PERI_EXPR	 
IT_LETTER_80_PERI_FLAVOR	 
IT_LETTER_81_ARUB_EXPR	 
IT_LETTER_81_ARUB_FLAVOR	 
IT_LETTER_82_CHIR_EXPR	 
IT_LETTER_82_CHIR_FLAVOR	 
IT_LETTER_83_THIL_EXPR	 
IT_LETTER_83_THIL_FLAVOR	 
IT_LETTER_84_YUTO_EXPR	 
IT_LETTER_84_YUTO_FLAVOR	 
IT_LETTER_85_OLGA_EXPR	 
IT_LETTER_85_OLGA_FLAVOR	 
IT_LETTER_86_ANNI_EXPR	 
IT_LETTER_86_ANNI_FLAVOR	 
IT_LETTER_87_TOMA_EXPR	 
IT_LETTER_87_TOMA_FLAVOR	 
IT_LETTER_88_BIRG_EXPR	 
IT_LETTER_88_BIRG_FLAVOR	 
IT_LETTER_163_SEDA_EXPR	 
IT_LETTER_163_SEDA_FLAVOR	 
IT_LETTER_69_NASA_EXPR	 
IT_LETTER_69_NASA_FLAVOR	 
IT_LETTER_70_INES_EXPR	 
IT_LETTER_70_INES_FLAVOR	 
IT_LETTER_71_TORI_EXPR	 
IT_LETTER_71_TORI_FLAVOR	 
IT_LETTER_72_GUIL_EXPR	 
IT_LETTER_72_GUIL_FLAVOR	 
IT_LETTER_159_CADA_EXPR	 
IT_LETTER_159_CADA_FLAVOR	 
IT_LETTER_89_ISHU_EXPR	 
IT_LETTER_89_ISHU_FLAVOR	 
IT_LETTER_90_VANE_EXPR	 
IT_LETTER_90_VANE_FLAVOR	 
IT_LETTER_91_GAIN_EXPR	 
IT_LETTER_91_GAIN_FLAVOR	 
IT_LETTER_92_SAHA_EXPR	 
IT_LETTER_92_SAHA_FLAVOR	 
IT_LETTER_93_FREE_EXPR	 
IT_LETTER_93_FREE_FLAVOR	 
IT_LETTER_94_MARE_EXPR	 
IT_LETTER_94_MARE_FLAVOR	 
IT_LETTER_95_YUAN_EXPR	 
IT_LETTER_95_YUAN_FLAVOR	 
IT_LETTER_96_LAMI_EXPR	 
IT_LETTER_96_LAMI_FLAVOR	 
IT_LETTER_97_LUCI_EXPR	 
IT_LETTER_97_LUCI_FLAVOR	 
IT_LETTER_98_ANNE_EXPR	 
IT_LETTER_98_ANNE_FLAVOR	 
IT_LETTER_99_ANAS_EXPR	 
IT_LETTER_99_ANAS_FLAVOR	 
IT_LETTER_100_MAGN_EXPR	 
IT_LETTER_100_MAGN_FLAVOR	 
IT_LETTER_101_ROSA_EXPR	 
IT_LETTER_101_ROSA_FLAVOR	 
IT_LETTER_102_SPIC_EXPR	 
IT_LETTER_102_SPIC_FLAVOR	 
IT_LETTER_103_GLAN_EXPR	 
IT_LETTER_103_GLAN_FLAVOR	 
IT_LETTER_104_DORO_EXPR	 
IT_LETTER_104_DORO_FLAVOR	 
IT_LETTER_105_VIVI_EXPR	 
IT_LETTER_105_VIVI_FLAVOR	 
IT_LETTER_106_MARI_EXPR	 
IT_LETTER_106_MARI_FLAVOR	 
IT_LETTER_107_BLAN_EXPR	 
IT_LETTER_107_BLAN_FLAVOR	 
IT_LETTER_108_KLIM_EXPR	 
IT_LETTER_108_KLIM_FLAVOR	 
IT_LETTER_109_HUGO_EXPR	 
IT_LETTER_109_HUGO_FLAVOR	 
IT_LETTER_110_KEVI_EXPR	 
IT_LETTER_110_KEVI_FLAVOR	 
IT_LETTER_111_TERE_EXPR	 
IT_LETTER_111_TERE_FLAVOR	 
IT_LETTER_112_SHIR_EXPR	 
IT_LETTER_112_SHIR_FLAVOR	 
IT_LETTER_162_KUDH_EXPR	 
IT_LETTER_162_KUDH_FLAVOR	 
IT_LETTER_113_AYLL_EXPR	 
IT_LETTER_113_AYLL_FLAVOR	 
IT_LETTER_114_ENNI_EXPR	 
IT_LETTER_114_ENNI_FLAVOR	 
IT_LETTER_115_CELI_EXPR	 
IT_LETTER_115_CELI_FLAVOR	 
IT_LETTER_116_POLL_EXPR	 
IT_LETTER_116_POLL_FLAVOR	 
IT_LETTER_117_MICH_EXPR	 
IT_LETTER_117_MICH_FLAVOR	 
IT_LETTER_118_MEIL_EXPR	 
IT_LETTER_118_MEIL_FLAVOR	 
IT_LETTER_119_RION_EXPR	 
IT_LETTER_119_RION_FLAVOR	 
IT_LETTER_120_ROFI_EXPR	 
IT_LETTER_120_ROFI_FLAVOR	 
IT_LETTER_121_FLAM_EXPR	 
IT_LETTER_121_FLAM_FLAVOR	 
IT_LETTER_122_MIEL_EXPR	 
IT_LETTER_122_MIEL_FLAVOR	 
IT_LETTER_123_EVE_EXPR	 
IT_LETTER_123_EVE_FLAVOR	 
IT_LETTER_124_FUNG_EXPR	 
IT_LETTER_124_FUNG_FLAVOR	 
IT_LETTER_125_SOLE_EXPR	 
IT_LETTER_125_SOLE_FLAVOR	 
IT_LETTER_126_DENE_EXPR	 
IT_LETTER_126_DENE_FLAVOR	 
IT_LETTER_127_LUPI_EXPR	 
IT_LETTER_127_LUPI_FLAVOR	 
IT_LETTER_128_SOPH_EXPR	 
IT_LETTER_128_SOPH_FLAVOR	 
IT_LETTER_129_LAVI_EXPR	 
IT_LETTER_129_LAVI_FLAVOR	 
IT_LETTER_130_NOAH_EXPR	 
IT_LETTER_130_NOAH_FLAVOR	 
IT_LETTER_131_EDWI_EXPR	 
IT_LETTER_131_EDWI_FLAVOR	 
IT_LETTER_132_CELL_EXPR	 
IT_LETTER_132_CELL_FLAVOR	 
IT_LETTER_133_EMA_EXPR	 
IT_LETTER_133_EMA_FLAVOR	 
IT_LETTER_134_CORD_EXPR	 
IT_LETTER_134_CORD_FLAVOR	 
IT_LETTER_166_YAUL_EXPR	 
IT_LETTER_166_YAUL_FLAVOR	 
IT_LETTER_169_OTHI_EXPR	 
IT_LETTER_169_OTHI_FLAVOR	 
IT_LETTER_135_KAZA_EXPR	 
IT_LETTER_135_KAZA_FLAVOR	 
IT_LETTER_136_ZANG_EXPR	 
IT_LETTER_136_ZANG_FLAVOR	 
IT_LETTER_137_CHIH_EXPR	 
IT_LETTER_137_CHIH_FLAVOR	 
IT_LETTER_138_MIZU_EXPR	 
IT_LETTER_138_MIZU_FLAVOR	 
IT_LETTER_139_RINN_EXPR	 
IT_LETTER_139_RINN_FLAVOR	 
IT_LETTER_140_KUON_EXPR	 
IT_LETTER_140_KUON_FLAVOR	 
IT_LETTER_141_YOMI_EXPR	 
IT_LETTER_141_YOMI_FLAVOR	 
IT_LETTER_142_HAZU_EXPR	 
IT_LETTER_142_HAZU_FLAVOR	 
IT_LETTER_143_HAYA_EXPR	 
IT_LETTER_143_HAYA_FLAVOR	 
IT_LETTER_144_SUZU_EXPR	 
IT_LETTER_144_SUZU_FLAVOR	 
IT_LETTER_145_REIM_EXPR	 
IT_LETTER_145_REIM_FLAVOR	 
IT_LETTER_146_TAMA_EXPR	 
IT_LETTER_146_TAMA_FLAVOR	 
IT_LETTER_147_REID_EXPR	 
IT_LETTER_147_REID_FLAVOR	 
IT_LETTER_148_EIZA_EXPR	 
IT_LETTER_148_EIZA_FLAVOR	 
IT_LETTER_149_SETS_EXPR	 
IT_LETTER_149_SETS_FLAVOR	 
IT_LETTER_150_MIKO_EXPR	 
IT_LETTER_150_MIKO_FLAVOR	 
IT_LETTER_151_YUNA_EXPR	 
IT_LETTER_151_YUNA_FLAVOR	 
IT_LETTER_152_SUIR_EXPR	 
IT_LETTER_152_SUIR_FLAVOR	 
IT_LETTER_153_ZIN_EXPR	 
IT_LETTER_153_ZIN_FLAVOR	 
IT_LETTER_154_FUJI_EXPR	 
IT_LETTER_154_FUJI_FLAVOR	 
IT_LETTER_155_LEYD_EXPR	 
IT_LETTER_155_LEYD_FLAVOR	 
IT_LETTER_156_IZAY_EXPR	 
IT_LETTER_156_IZAY_FLAVOR	 
IT_LETTER_157_ITSU_EXPR	 
IT_LETTER_157_ITSU_FLAVOR	 
IT_LETTER_158_KURT_EXPR	 
IT_LETTER_158_KURT_FLAVOR	 
IT_LETTER_161_KAGU_EXPR	 
IT_LETTER_161_KAGU_FLAVOR	 
IT_LETTER_170_ACHA_EXPR	 
IT_LETTER_170_ACHA_FLAVOR	 
IT_LETTER_171_VIER_EXPR	 
IT_LETTER_171_VIER_FLAVOR	 
IT_LETTER_172_ZYVA_EXPR	 
IT_LETTER_172_ZYVA_FLAVOR	 
IT_LETTER_173_NOIN_EXPR	 
IT_LETTER_173_NOIN_FLAVOR	 
IT_LETTER_174_FURY_EXPR	 
IT_LETTER_174_FURY_FLAVOR	 
IT_LETTER_175_ZENN_EXPR	 
IT_LETTER_175_ZENN_FLAVOR	 
IT_LETTER_176_RARE_RIZD_EXPR	 
IT_LETTER_176_RARE_RIZD_FLAVOR	 
IT_LETTER_177_RARE_MAZN_EXPR	 
IT_LETTER_177_RARE_MAZN_FLAVOR	 
IT_LETTER_178_RARE_KKSH_EXPR	 
IT_LETTER_178_RARE_KKSH_FLAVOR	 
IT_LETTER_179_RARE_NUBE_EXPR	 
IT_LETTER_179_RARE_NUBE_FLAVOR	 
IT_LETTER_180_RARE_RATN_EXPR	 
IT_LETTER_180_RARE_RATN_FLAVOR	 
IT_LETTER_181_RARE_DEGO_EXPR	 
IT_LETTER_181_RARE_DEGO_FLAVOR	 
IT_LETTER_182_RARE_YKKY_EXPR	 
IT_LETTER_182_RARE_YKKY_FLAVOR	 
IT_EQ_HP_PILOTHAT_Lv2_EXPR	HP +6
IT_EQ_HP_PILOTHAT_Lv2_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_JACKET_Lv2_EXPR	HP +11
IT_EQ_HP_JACKET_Lv2_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_JACKET_Lv3_EXPR	HP +12
IT_EQ_HP_JACKET_Lv3_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_JACKET_Lv4_EXPR	HP +13
IT_EQ_HP_JACKET_Lv4_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_JACKET_Lv5_EXPR	HP +14
IT_EQ_HP_JACKET_Lv5_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_COAT_Lv2_EXPR	HP +16
IT_EQ_HP_COAT_Lv2_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_COAT_Lv3_EXPR	HP +17
IT_EQ_HP_COAT_Lv3_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_COAT_Lv4_EXPR	HP +18
IT_EQ_HP_COAT_Lv4_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_COAT_Lv5_EXPR	HP +19
IT_EQ_HP_COAT_Lv5_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_FURCOAT_Lv2_EXPR	HP +21
IT_EQ_HP_FURCOAT_Lv2_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_FURCOAT_Lv3_EXPR	HP +22
IT_EQ_HP_FURCOAT_Lv3_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_FURCOAT_Lv4_EXPR	HP +23
IT_EQ_HP_FURCOAT_Lv4_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_FURCOAT_Lv5_EXPR	HP +24
IT_EQ_HP_FURCOAT_Lv5_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_EARRING02_EXPR	HP +4, PATK +2
IT_EQ_HP_EARRING02_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_CIRCLET_Lv2_EXPR	HP +6, PATK +4, MATK +4
IT_EQ_HP_CIRCLET_Lv2_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_CIRCLET_Lv3_EXPR	HP +7, PATK +5, MATK +5
IT_EQ_HP_CIRCLET_Lv3_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_CIRCLET_Lv4_EXPR	HP +8, PATK +6, MATK +6
IT_EQ_HP_CIRCLET_Lv4_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_CIRCLET_Lv5_EXPR	HP +9, PATK +7, MATK +7
IT_EQ_HP_CIRCLET_Lv5_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_BUTTERFLY_Lv2_EXPR	HP +11, PATK +6, MATK +6, Water Res +2
IT_EQ_HP_BUTTERFLY_Lv2_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_BUTTERFLY_Lv3_EXPR	HP +12, PATK +7, MATK +7, Water Res +2
IT_EQ_HP_BUTTERFLY_Lv3_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_BUTTERFLY_Lv4_EXPR	HP +13, PATK +8, MATK +8, Water Res +2
IT_EQ_HP_BUTTERFLY_Lv4_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_BUTTERFLY_Lv5_EXPR	HP +14, PATK +9, MATK +9, Water Res +2
IT_EQ_HP_BUTTERFLY_Lv5_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_CUP_Lv2_EXPR	HP +16, PATK +8, MATK +8, Water Res +2, Stun Res +2
IT_EQ_HP_CUP_Lv2_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_CUP_Lv3_EXPR	HP +17, PATK +9, MATK +9, Water Res +2, Stun Res +2
IT_EQ_HP_CUP_Lv3_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_CUP_Lv4_EXPR	HP +18, PATK +10, MATK +10, Water Res +2, Stun Res +2
IT_EQ_HP_CUP_Lv4_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_HP_CUP_Lv5_EXPR	HP +19, PATK +11, MATK +11, Water Res +2, Stun Res +2
IT_EQ_HP_CUP_Lv5_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_ATK_MACE_Lv2_EXPR	PATK +6
IT_EQ_ATK_MACE_Lv2_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_ATK_SABER_Lv2_EXPR	PATK +11
IT_EQ_ATK_SABER_Lv2_FLAVOR	Forward-compatible equipment (Unimplemented; not needed)
IT_EQ_ATK_SABER_Lv3_EXPR	PATK +12
