IT_US_FATE_TAIYAKI_EXPR	3回合內，帶有加速效果
IT_EQ_MND_MIRROR_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_MIRROR_Lv5_EXPR	魔防+9，物防+8，靈巧+6
IT_EQ_MND_MIRROR_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_CAP_Lv2_EXPR	魔防+11，物防+7，靈巧+5，光耐性+2
IT_EQ_MND_CAP_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_CAP_Lv3_EXPR	魔防+12，物防+8，靈巧+6，光耐性+2
IT_EQ_MND_CAP_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_CAP_Lv4_EXPR	魔防+13，物防+9，靈巧+7，光耐性+2
IT_EQ_MND_CAP_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_CAP_Lv5_EXPR	魔防+14，物防+1，靈巧+8，光耐性+2
IT_EQ_MND_CAP_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_MASK_Lv2_EXPR	魔防+16，物防+9，靈巧+7，光耐性+2，石化耐性+2
IT_EQ_MND_MASK_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_MASK_Lv3_EXPR	魔防+17，物防+1，靈巧+8，光耐性+2，石化耐性+2
IT_EQ_MND_MASK_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_MASK_Lv4_EXPR	魔防+18，物防+11，靈巧+9，光耐性+2，石化耐性+2
IT_EQ_MND_MASK_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_MASK_Lv5_EXPR	魔防+19，物防+12，靈巧+1，光耐性+2，石化耐性+2
IT_EQ_MND_MASK_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_GEAR_Lv2_EXPR	速度+6
IT_EQ_SPD_GEAR_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_HOURGLASS_Lv2_EXPR	速度+11
IT_EQ_SPD_HOURGLASS_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_HOURGLASS_Lv3_EXPR	速度+12
IT_EQ_SPD_HOURGLASS_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_HOURGLASS_Lv4_EXPR	速度+13
IT_EQ_SPD_HOURGLASS_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_HOURGLASS_Lv5_EXPR	速度+14
IT_EQ_SPD_HOURGLASS_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_MACHINEWING_Lv2_EXPR	速度+16
IT_EQ_SPD_MACHINEWING_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_MACHINEWING_Lv3_EXPR	速度+17
IT_EQ_SPD_MACHINEWING_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_MACHINEWING_Lv4_EXPR	速度+18
IT_EQ_SPD_MACHINEWING_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_MACHINEWING_Lv5_EXPR	速度+19
IT_EQ_SPD_MACHINEWING_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_WATCH_Lv2_EXPR	速度+21
IT_EQ_SPD_WATCH_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_WATCH_Lv3_EXPR	速度+22
IT_EQ_SPD_WATCH_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_WATCH_Lv4_EXPR	速度+23
IT_EQ_SPD_WATCH_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_WATCH_Lv5_EXPR	速度+24
IT_EQ_SPD_WATCH_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_GETA_Lv2_EXPR	速度+4，物防+2
IT_EQ_SPD_GETA_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_SHINOBI_Lv2_EXPR	速度+6，物防+5，運+3
IT_EQ_SPD_SHINOBI_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_SHINOBI_Lv3_EXPR	速度+7，物防+6，運+4
IT_EQ_SPD_SHINOBI_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_SHINOBI_Lv4_EXPR	速度+8，物防+7，運+5
IT_EQ_SPD_SHINOBI_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_SHINOBI_Lv5_EXPR	速度+9，物防+8，運+6
IT_EQ_SPD_SHINOBI_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_BOOTS_Lv2_EXPR	速度+11，物防+7，運+5，風耐性+2
IT_EQ_SPD_BOOTS_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_BOOTS_Lv3_EXPR	速度+12，物防+8，運+6，風耐性+2
IT_EQ_SPD_BOOTS_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_BOOTS_Lv4_EXPR	速度+13，物防+9，運+7，風耐性+2
IT_EQ_SPD_BOOTS_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_BOOTS_Lv5_EXPR	速度+14，物防+1，運+8，風耐性+2
IT_EQ_SPD_BOOTS_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_GBOOTS_Lv2_EXPR	速度+16，物防+9，運+7，風耐性+2，重擊耐性+2
IT_EQ_SPD_GBOOTS_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_GBOOTS_Lv3_EXPR	速度+17，物防+1，運+8，風耐性+2，重擊耐性+2
IT_EQ_SPD_GBOOTS_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_GBOOTS_Lv4_EXPR	速度+18，物防+11，運+9，風耐性+2，重擊耐性+2
IT_EQ_SPD_GBOOTS_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_SPD_GBOOTS_Lv5_EXPR	速度+19，物防+12，運+1，風耐性+2，重擊耐性+2
IT_EQ_SPD_GBOOTS_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_KUKURI_Lv2_EXPR	會心+6
IT_EQ_CRI_KUKURI_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_GOGGLES_Lv2_EXPR	會心+11
IT_EQ_CRI_GOGGLES_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_GOGGLES_Lv3_EXPR	會心+12
IT_EQ_CRI_GOGGLES_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_GOGGLES_Lv4_EXPR	會心+13
IT_EQ_CRI_GOGGLES_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_GOGGLES_Lv5_EXPR	會心+14
IT_EQ_CRI_GOGGLES_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_KATAR_Lv2_EXPR	會心+16
IT_EQ_CRI_KATAR_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_KATAR_Lv3_EXPR	會心+17
IT_EQ_CRI_KATAR_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_KATAR_Lv4_EXPR	會心+18
IT_EQ_CRI_KATAR_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_KATAR_Lv5_EXPR	會心+19
IT_EQ_CRI_KATAR_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_TWOSWORDS_Lv2_EXPR	會心+21
IT_EQ_CRI_TWOSWORDS_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_TWOSWORDS_Lv3_EXPR	會心+22
IT_EQ_CRI_TWOSWORDS_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_TWOSWORDS_Lv4_EXPR	會心+23
IT_EQ_CRI_TWOSWORDS_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_TWOSWORDS_Lv5_EXPR	會心+24
IT_EQ_CRI_TWOSWORDS_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_DAGGER_Lv2_EXPR	會心+4，HP+2
IT_EQ_CRI_DAGGER_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_JAVELIN_Lv2_EXPR	會心+6，HP+4，運+4
IT_EQ_CRI_JAVELIN_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_JAVELIN_Lv3_EXPR	會心+7，HP+5，運+5
IT_EQ_CRI_JAVELIN_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_JAVELIN_Lv4_EXPR	會心+8，HP+6，運+6
IT_EQ_CRI_JAVELIN_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_JAVELIN_Lv5_EXPR	會心+9，HP+7，運+7
IT_EQ_CRI_JAVELIN_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_SCOPE_Lv2_EXPR	會心+11，HP+6，運+6，雷耐性+2
IT_EQ_CRI_SCOPE_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_SCOPE_Lv3_EXPR	會心+12，HP+7，運+7，雷耐性+2
IT_EQ_CRI_SCOPE_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_SCOPE_Lv4_EXPR	會心+13，HP+8，運+8，雷耐性+2
IT_EQ_CRI_SCOPE_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_SCOPE_Lv5_EXPR	會心+14，HP+9，運+9，雷耐性+2
IT_EQ_CRI_SCOPE_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_HAMMER_Lv2_EXPR	會心+16，HP+8，運+8，雷耐性+2，麻痹耐性+2
IT_EQ_CRI_HAMMER_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_HAMMER_Lv3_EXPR	會心+17，HP+9，運+9，雷耐性+2，麻痹耐性+2
IT_EQ_CRI_HAMMER_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_HAMMER_Lv4_EXPR	會心+18，HP+10，運+10，雷耐性+2，麻痹耐性+2
IT_EQ_CRI_HAMMER_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_CRI_HAMMER_Lv5_EXPR	會心+19，HP+11，運+11，雷耐性+2，麻痹耐性+2
IT_EQ_CRI_HAMMER_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_INK_Lv2_EXPR	靈巧+6
IT_EQ_DEX_INK_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_FURO_Lv2_EXPR	靈巧+11
IT_EQ_DEX_FURO_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_FURO_Lv3_EXPR	靈巧+12
IT_EQ_DEX_FURO_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_FURO_Lv4_EXPR	靈巧+13
IT_EQ_DEX_FURO_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_FURO_Lv5_EXPR	靈巧+14
IT_EQ_DEX_FURO_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_NOTEBOOK_Lv2_EXPR	靈巧+16
IT_EQ_DEX_NOTEBOOK_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_NOTEBOOK_Lv3_EXPR	靈巧+17
IT_EQ_DEX_NOTEBOOK_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_NOTEBOOK_Lv4_EXPR	靈巧+18
IT_EQ_DEX_NOTEBOOK_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_NOTEBOOK_Lv5_EXPR	靈巧+19
IT_EQ_DEX_NOTEBOOK_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_GLASSPEN_Lv2_EXPR	靈巧+21
IT_EQ_DEX_GLASSPEN_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_GLASSPEN_Lv3_EXPR	靈巧+22
IT_EQ_DEX_GLASSPEN_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_GLASSPEN_Lv4_EXPR	靈巧+23
IT_EQ_DEX_GLASSPEN_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_GLASSPEN_Lv5_EXPR	靈巧+24
IT_EQ_DEX_GLASSPEN_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_TRIANGLE_Lv2_EXPR	靈巧+4，魔攻+2
IT_EQ_DEX_TRIANGLE_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_LOUPE_Lv2_EXPR	靈巧+6，魔攻+5，物攻+3
IT_EQ_DEX_LOUPE_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_LOUPE_Lv3_EXPR	靈巧+7，魔攻+6，物攻+4
IT_EQ_DEX_LOUPE_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_LOUPE_Lv4_EXPR	靈巧+8，魔攻+7，物攻+5
IT_EQ_DEX_LOUPE_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_LOUPE_Lv5_EXPR	靈巧+9，魔攻+8，物攻+6
IT_EQ_DEX_LOUPE_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_COMPASS_Lv2_EXPR	靈巧+11，魔攻+7，物攻+5，火耐性+2
IT_EQ_DEX_COMPASS_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_COMPASS_Lv3_EXPR	靈巧+12，魔攻+8，物攻+6，火耐性+2
IT_EQ_DEX_COMPASS_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_COMPASS_Lv4_EXPR	靈巧+13，魔攻+9，物攻+7，火耐性+2
IT_EQ_DEX_COMPASS_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_COMPASS_Lv5_EXPR	靈巧+14，魔攻+1，物攻+8，火耐性+2
IT_EQ_DEX_COMPASS_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_MICROSCOPE_Lv2_EXPR	靈巧+16，魔攻+9，物攻+7，火耐性+2，毒耐性+2
IT_EQ_DEX_MICROSCOPE_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_MICROSCOPE_Lv3_EXPR	靈巧+17，魔攻+1，物攻+8，火耐性+2，毒耐性+2
IT_EQ_DEX_MICROSCOPE_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_MICROSCOPE_Lv4_EXPR	靈巧+18，魔攻+11，物攻+9，火耐性+2，毒耐性+2
IT_EQ_DEX_MICROSCOPE_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEX_MICROSCOPE_Lv5_EXPR	靈巧+19，魔攻+12，物攻+1，火耐性+2，毒耐性+2
IT_EQ_DEX_MICROSCOPE_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_KEY_Lv2_EXPR	運+6
IT_EQ_LUK_KEY_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_TRUMP_Lv2_EXPR	運+11
IT_EQ_LUK_TRUMP_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_TRUMP_Lv3_EXPR	運+12
IT_EQ_LUK_TRUMP_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_TRUMP_Lv4_EXPR	運+13
IT_EQ_LUK_TRUMP_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_TRUMP_Lv5_EXPR	運+14
IT_EQ_LUK_TRUMP_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_DICE_Lv2_EXPR	運+16
IT_EQ_LUK_DICE_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_DICE_Lv3_EXPR	運+17
IT_EQ_LUK_DICE_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_DICE_Lv4_EXPR	運+18
IT_EQ_LUK_DICE_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_DICE_Lv5_EXPR	運+19
IT_EQ_LUK_DICE_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_RABBITDOLL_Lv2_EXPR	運+21
IT_EQ_LUK_RABBITDOLL_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_RABBITDOLL_Lv3_EXPR	運+22
IT_EQ_LUK_RABBITDOLL_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_RABBITDOLL_Lv4_EXPR	運+23
IT_EQ_LUK_RABBITDOLL_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_RABBITDOLL_Lv5_EXPR	運+24
IT_EQ_LUK_RABBITDOLL_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_RABBIT_Lv2_EXPR	運+4，魔防+2
IT_EQ_LUK_RABBIT_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_BELL_Lv2_EXPR	運+6，魔防+5，速度+3
IT_EQ_LUK_BELL_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_BELL_Lv3_EXPR	運+7，魔防+6，速度+4
IT_EQ_LUK_BELL_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_BELL_Lv4_EXPR	運+8，魔防+7，速度+5
IT_EQ_LUK_BELL_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_BELL_Lv5_EXPR	運+9，魔防+8，速度+6
IT_EQ_LUK_BELL_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_CHESS_Lv2_EXPR	運+11，魔防+7，速度+5，暗耐性+2
IT_EQ_LUK_CHESS_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_CHESS_Lv3_EXPR	運+12，魔防+8，速度+6，暗耐性+2
IT_EQ_LUK_CHESS_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_CHESS_Lv4_EXPR	運+13，魔防+9，速度+7，暗耐性+2
IT_EQ_LUK_CHESS_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_CHESS_Lv5_EXPR	運+14，魔防+1，速度+8，暗耐性+2
IT_EQ_LUK_CHESS_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_KAGO_Lv2_EXPR	運+16，魔防+9，速度+7，暗耐性+2，石化耐性+2
IT_EQ_LUK_KAGO_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_KAGO_Lv3_EXPR	運+17，魔防+1，速度+8，暗耐性+2，石化耐性+2
IT_EQ_LUK_KAGO_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_KAGO_Lv4_EXPR	運+18，魔防+11，速度+9，暗耐性+2，石化耐性+2
IT_EQ_LUK_KAGO_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_LUK_KAGO_Lv5_EXPR	運+19，魔防+12，速度+1，暗耐性+2，石化耐性+2
IT_EQ_LUK_KAGO_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_MARACAS_Lv2_EXPR	魔力+6
IT_EQ_GEM_MARACAS_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_TRUMPET_Lv2_EXPR	魔力+11
IT_EQ_GEM_TRUMPET_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_TRUMPET_Lv3_EXPR	魔力+12
IT_EQ_GEM_TRUMPET_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_TRUMPET_Lv4_EXPR	魔力+13
IT_EQ_GEM_TRUMPET_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_TRUMPET_Lv5_EXPR	魔力+14
IT_EQ_GEM_TRUMPET_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_CHIKUONKI_Lv2_EXPR	魔力+16
IT_EQ_GEM_CHIKUONKI_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_CHIKUONKI_Lv3_EXPR	魔力+17
IT_EQ_GEM_CHIKUONKI_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_CHIKUONKI_Lv4_EXPR	魔力+18
IT_EQ_GEM_CHIKUONKI_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_CHIKUONKI_Lv5_EXPR	魔力+19
IT_EQ_GEM_CHIKUONKI_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_RADIO_Lv2_EXPR	魔力+21
IT_EQ_GEM_RADIO_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_RADIO_Lv3_EXPR	魔力+22
IT_EQ_GEM_RADIO_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_RADIO_Lv4_EXPR	魔力+23
IT_EQ_GEM_RADIO_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_RADIO_Lv5_EXPR	魔力+24
IT_EQ_GEM_RADIO_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_SPOON_Lv2_EXPR	魔力+4，HP+2
IT_EQ_GEM_SPOON_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_MAS_Lv2_EXPR	魔力+5，HP+5，速度+3
IT_EQ_GEM_MAS_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_MAS_Lv3_EXPR	魔力+7，HP+6，速度+4
IT_EQ_GEM_MAS_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_MAS_Lv4_EXPR	魔力+8，HP+7，速度+5
IT_EQ_GEM_MAS_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_MAS_Lv5_EXPR	魔力+9，HP+8，速度+6
IT_EQ_GEM_MAS_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_TENBIN_Lv2_EXPR	魔力+11，HP+7，速度+5，光耐性+2
IT_EQ_GEM_TENBIN_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_TENBIN_Lv3_EXPR	魔力+12，HP+8，速度+6，光耐性+2
IT_EQ_GEM_TENBIN_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_TENBIN_Lv4_EXPR	魔力+13，HP+9，速度+7，光耐性+2
IT_EQ_GEM_TENBIN_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_TENBIN_Lv5_EXPR	魔力+14，HP+1，速度+8，光耐性+2
IT_EQ_GEM_TENBIN_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_TSUBO_Lv2_EXPR	魔力+16，HP+9，速度+7，光耐性+2，黑暗耐性+2
IT_EQ_GEM_TSUBO_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_TSUBO_Lv3_EXPR	魔力+17，HP+1，速度+8，光耐性+2，黑暗耐性+2
IT_EQ_GEM_TSUBO_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_TSUBO_Lv4_EXPR	魔力+18，HP+11，速度+9，光耐性+2，黑暗耐性+2
IT_EQ_GEM_TSUBO_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_GEM_TSUBO_Lv5_EXPR	魔力+19，HP+12，速度+1，光耐性+2，黑暗耐性+2
IT_EQ_GEM_TSUBO_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATTRIBUTE_CHOKER_Lv2_EXPR	火耐性+5，水耐性+5，雷耐性+5，風耐性+5
IT_EQ_ATTRIBUTE_CHOKER_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATTRIBUTE_CHOKER_Lv3_EXPR	火耐性+5，水耐性+5，雷耐性+5，風耐性+5
IT_EQ_ATTRIBUTE_CHOKER_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATTRIBUTE_CHOKER_Lv4_EXPR	火耐性+5，水耐性+5，雷耐性+5，風耐性+5
IT_EQ_ATTRIBUTE_CHOKER_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATTRIBUTE_CHOKER_Lv5_EXPR	火耐性+5，水耐性+5，雷耐性+5，風耐性+5
IT_EQ_ATTRIBUTE_CHOKER_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATTRIBUTE_BROOCH_Lv2_EXPR	火耐性+11，水耐性+11，雷耐性+11，風耐性+11
IT_EQ_ATTRIBUTE_BROOCH_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATTRIBUTE_BROOCH_Lv3_EXPR	火耐性+12，水耐性+12，雷耐性+12，風耐性+12
IT_EQ_ATTRIBUTE_BROOCH_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATTRIBUTE_BROOCH_Lv4_EXPR	火耐性+12，水耐性+12，雷耐性+12，風耐性+12
IT_EQ_ATTRIBUTE_BROOCH_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATTRIBUTE_BROOCH_Lv5_EXPR	火耐性+12，水耐性+12，雷耐性+12，風耐性+12
IT_EQ_ATTRIBUTE_BROOCH_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_STATUS_SMALL_Lv2_EXPR	暈眩耐性+5，麻痹耐性+5，睡眠耐性+5，石化耐性+5
IT_EQ_STATUS_SMALL_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_STATUS_SMALL_Lv3_EXPR	暈眩耐性+5，麻痹耐性+5，睡眠耐性+5，石化耐性+5
IT_EQ_STATUS_SMALL_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_STATUS_SMALL_Lv4_EXPR	暈眩耐性+5，麻痹耐性+5，睡眠耐性+5，石化耐性+5
IT_EQ_STATUS_SMALL_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_STATUS_SMALL_Lv5_EXPR	暈眩耐性+5，麻痹耐性+5，睡眠耐性+5，石化耐性+5
